"","AYtCM2TOMPOOA100360.extra.kraken2.report","DYZgM2TOMPOOB100370.extra.kraken2.report","X1qGgM2TOMPOOM080340.extra.kraken2.report","aFJgM2TOMPOOM090325.extra.kraken2.report","iYASM2TOMPOOA050195.extra.kraken2.report","XR8LM2TOMPOOB051125.extra.kraken2.report","FvY2M2TOMPOOB051329.extra.kraken2.report","Nm8MM2TOMPOOA051300.extra.kraken2.report","IGpcM2TOMPOOB051290.extra.kraken2.report","a50wM2TOMPOOB051350.extra.kraken2.report","nG3jM2TOMPOOA051345.extra.kraken2.report"
"1623302",0,0,0,0,0,0,0,0,0,0,0
"2733203",0,0,0,0,3,0,0,0,0,0,2
"2734269",0,0,0,0,0,0,0,0,0,0,0
"2733216",0,0,0,0,1,0,0,0,0,0,0
"2560623",0,0,0,0,0,0,0,0,0,0,0
"2560392",0,0,0,0,0,0,0,0,1,0,0
"2734235",0,0,0,0,0,0,0,0,0,0,0
"2560333",0,0,0,0,1,0,0,0,0,0,0
"72638",0,0,0,0,0,0,0,0,0,0,0
"1623303",0,0,0,0,0,0,0,0,0,0,0
"1623293",0,0,0,0,0,1,0,0,0,0,1
"2315527",0,0,0,0,0,1,0,0,0,0,0
"2557553",0,0,0,0,0,0,1,0,0,0,0
"2704031",0,0,0,0,0,0,0,0,1,0,0
"2752535",0,0,0,0,0,3,5,0,0,0,0
"2560434",0,0,0,0,0,3,1,2,0,0,0
"2182344",0,0,0,0,0,0,0,0,0,0,1
"2734133",0,0,0,0,0,0,0,0,0,0,0
"2560831",0,0,0,0,0,0,0,0,1,1,0
"1915209",0,0,0,0,0,0,0,0,0,0,0
"320122",0,0,0,0,0,0,0,0,0,0,0
"2734134",0,0,0,0,1,0,0,0,2,0,0
"754043",0,0,0,0,0,0,0,0,0,0,0
"1529058",0,0,0,0,1,0,0,0,1,0,0
"2316154",0,0,0,0,0,1,0,0,0,0,0
"2484218",0,0,0,0,1,0,0,0,0,0,0
"1357732",0,0,0,0,0,0,0,0,0,0,0
"680287",0,0,0,0,0,0,1,0,0,0,1
"2732589",0,0,0,0,0,0,0,0,0,0,0
"329158",0,0,0,0,0,0,0,0,0,0,0
"2732691",0,0,0,0,0,2,0,0,2,1,1
"1273711",0,0,0,0,1,0,0,0,0,1,0
"1197951",0,0,0,0,0,0,0,0,0,0,0
"2733931",0,0,0,0,1,0,0,0,3,0,0
"438482",0,0,0,0,1,0,0,0,0,1,0
"2733953",0,0,0,0,0,0,0,0,0,0,0
"2733929",0,0,0,0,0,0,0,0,0,0,0
"2560655",0,0,0,0,0,0,0,1,0,0,0
"2733943",0,0,0,0,0,0,0,0,0,0,0
"2732917",0,0,0,0,0,0,0,0,0,0,0
"2732018",0,0,0,0,2,1,0,0,0,0,0
"2650877",0,0,0,0,0,2,1,0,0,0,0
"2734043",0,0,0,0,0,0,0,0,0,0,0
"1234888",0,0,0,0,0,0,0,0,0,0,0
"1911438",0,0,0,0,1,0,0,0,0,0,0
"1958785",0,0,0,0,0,0,0,0,0,0,0
"1986021",0,0,0,0,1,0,0,0,0,0,0
"35324",0,0,0,0,0,0,0,0,0,0,0
"1308858",0,0,0,0,0,0,0,0,1,0,0
"2507291",0,0,0,0,0,0,2,0,0,0,2
"2508227",0,0,0,0,0,0,0,0,0,0,0
"106966",0,0,0,0,0,0,0,0,0,0,0
"1714570",0,0,0,0,0,0,0,0,0,0,0
"119910",0,0,0,0,0,0,0,0,0,0,0
"945960",0,0,0,0,1,0,0,0,0,0,0
"62059",0,0,0,0,0,0,0,0,0,0,0
"35285",0,0,0,0,0,0,0,0,0,0,0
"1906173",0,0,0,0,0,0,0,0,0,0,0
"28375",0,0,0,0,0,0,0,0,0,0,0
"79918",0,0,0,0,0,0,0,0,0,0,0
"67754",0,0,0,0,0,0,0,0,0,0,0
"47985",0,0,0,0,0,0,0,0,0,0,0
"2024724",0,0,0,0,0,0,0,0,0,0,0
"60875",0,0,0,0,0,0,0,0,0,0,0
"2052851",0,0,0,0,0,0,0,0,0,0,0
"2003398",0,0,0,0,0,0,0,1,0,0,0
"12430",0,0,0,0,0,0,0,0,4,0,0
"327107",0,0,0,0,0,0,0,0,0,0,0
"1495316",0,0,0,0,0,0,0,0,0,0,0
"1963247",0,0,0,0,0,0,0,0,0,0,0
"2170080",0,0,0,0,0,0,0,0,0,0,0
"271257",0,0,0,0,0,0,0,0,0,0,0
"2169861",0,0,0,0,0,0,0,0,0,0,0
"1923667",0,0,0,0,0,0,1,0,0,0,0
"1923532",0,0,0,0,0,0,0,0,0,0,0
"1923164",0,0,0,0,0,0,0,0,0,0,0
"1923306",0,0,0,0,0,0,0,0,0,0,0
"1923613",0,0,0,0,0,0,0,0,0,0,0
"1923114",0,0,0,0,0,0,0,0,0,0,0
"1922928",0,0,0,0,0,0,0,0,0,0,0
"1922815",0,0,0,0,0,0,0,0,0,0,0
"1746060",0,0,0,0,0,0,0,0,0,0,0
"1969351",0,0,0,0,0,0,0,0,0,0,0
"153136",0,0,0,0,0,0,0,0,0,0,0
"862943",0,0,0,0,0,0,0,0,0,1,0
"1916701",0,0,0,0,0,0,0,0,0,0,0
"1891751",0,0,0,0,0,0,0,0,0,0,0
"934800",0,0,0,0,0,0,0,0,0,0,0
"10814",0,0,0,0,0,0,0,0,0,0,0
"2012640",0,0,0,0,0,1,0,0,0,0,0
"272943",0,0,0,0,1,0,0,0,0,0,0
"2742655",0,0,0,0,1,0,1,0,0,0,0
"2697517",0,0,0,0,1,0,0,0,0,0,0
"1078032",0,0,0,0,1,0,0,0,0,0,0
"401618",0,0,0,0,1,0,0,0,0,0,0
"634499",0,0,0,0,1,0,1,0,0,0,0
"1314868",0,0,0,0,1,0,0,0,0,0,0
"29489",0,0,0,0,1,0,0,0,0,0,0
"622488",0,0,0,0,3,0,0,1,2,0,0
"68892",0,0,0,0,1,0,0,0,0,0,0
"290341",0,0,0,0,1,0,0,0,0,0,0
"1123383",0,0,0,0,1,0,1,0,2,0,0
"519441",0,0,0,0,1,0,0,0,0,0,0
"2656532",0,0,0,0,2,1,0,0,0,0,0
"1636200",0,0,0,0,1,0,0,0,0,0,0
"1718158",0,0,0,0,1,0,0,0,0,0,0
"1435411",0,0,0,0,1,0,0,0,0,0,0
"1777064",0,0,0,0,1,0,0,0,0,0,0
"1147158",0,0,0,0,1,0,0,0,1,0,0
"1874539",0,0,0,0,1,0,0,0,0,0,0
"861045",0,0,0,0,3,0,0,0,1,0,1
"540067",0,0,0,0,1,0,0,0,1,0,0
"1089119",0,0,0,0,1,0,0,0,0,0,0
"2560491",0,0,0,0,1,0,0,0,1,0,1
"1623288",0,0,0,0,3,3,0,4,0,2,0
"2169658",0,0,0,0,2,0,0,0,0,0,0
"1623283",0,0,0,0,1,0,0,0,0,0,0
"1918192",0,0,0,0,1,0,1,0,0,0,0
"1982218",0,0,0,0,1,0,0,0,1,0,0
"1921710",0,0,0,0,1,0,0,1,0,0,0
"2734248",0,0,0,0,1,0,0,0,0,0,0
"382359",0,0,0,0,2,0,0,0,0,0,0
"1229760",0,0,0,0,1,0,1,0,0,0,0
"754048",0,0,0,0,1,0,0,0,0,0,0
"2560283",0,0,0,0,24,0,0,0,0,1,0
"2734114",0,0,0,0,3,0,2,0,0,0,0
"2560306",0,0,0,0,1,0,0,0,0,0,0
"2560685",0,0,0,0,2,0,0,0,0,0,0
"2560133",0,0,0,0,1,0,0,0,0,0,0
"2560409",0,0,0,0,1,0,0,0,0,0,0
"2560542",0,0,0,0,1,0,0,0,0,0,0
"2752522",0,0,0,0,1,0,0,0,0,0,0
"1300004",0,0,0,0,2,0,0,0,0,0,0
"1309583",0,0,0,0,1,0,0,0,0,0,0
"1141137",0,0,0,0,1,0,0,0,0,0,0
"1982590",0,0,0,0,5,0,0,0,0,0,0
"1918522",0,0,0,0,1,0,0,0,0,0,0
"2269062",0,0,0,0,1,0,0,0,0,0,0
"2510943",0,0,0,0,1,0,0,0,0,0,0
"2301529",0,0,0,0,1,0,1,0,0,0,0
"2733954",0,0,0,0,2,0,1,0,0,0,0
"2560180",0,0,0,0,1,1,0,0,1,0,0
"2732037",0,0,0,0,1,0,0,0,0,0,0
"2746223",0,0,0,0,1,0,0,0,0,0,0
"1732180",0,0,0,0,2,0,0,0,0,0,0
"1685755",0,0,0,0,1,0,0,0,0,0,0
"1962301",0,0,0,0,1,0,0,0,0,0,0
"1978532",0,0,0,0,1,0,0,0,0,0,0
"1868215",0,0,0,0,1,0,0,0,0,0,0
"2732905",0,0,0,0,1,1,0,0,0,0,0
"11976",0,0,0,0,1,0,0,0,0,0,0
"1074863",0,0,0,0,1,0,0,0,0,0,0
"932662",0,0,0,0,1,0,0,0,0,0,0
"1239566",0,0,0,0,1,0,0,0,0,0,0
"1239439",0,0,0,0,1,0,0,0,0,0,0
"33765",0,0,0,0,1,0,0,0,0,0,0
"2169999",0,0,0,0,1,0,0,0,0,0,0
"48544",0,0,0,0,1,0,0,0,0,0,0
"1384490",0,0,0,0,1,0,0,0,0,0,0
"1985363",0,0,0,0,1,0,0,0,0,0,0
"164750",0,0,0,0,1,0,0,0,0,0,0
"2560774",0,0,0,0,1,0,0,0,0,0,0
"1922603",0,0,0,0,1,0,1,0,0,0,0
"1922548",0,0,0,0,1,0,0,0,0,0,0
"1922956",0,0,0,0,1,0,0,0,0,0,0
"1922559",0,0,0,0,1,0,0,0,0,0,0
"1746062",0,0,0,0,1,0,0,0,0,0,0
"2219106",0,0,0,0,1,0,0,0,0,0,0
"268591",0,0,0,0,1,0,2,0,0,0,0
"1675862",0,0,0,0,1,3,0,0,0,1,0
"489830",0,0,0,0,1,0,2,0,0,0,0
"170617",0,0,0,0,1,0,0,0,0,0,0
"875323",0,0,0,0,1,0,0,0,0,0,0
"687382",0,0,0,0,1,0,0,0,0,0,0
"2508184",0,0,0,0,1,0,0,0,0,0,0
"656025",0,0,0,0,1,0,0,0,0,0,0
"283165",0,0,0,0,0,1,0,0,0,0,0
"257313",0,0,0,0,0,1,0,0,0,0,0
"242231",0,0,0,0,0,1,0,0,0,0,0
"1463165",0,0,0,0,0,96,0,0,0,0,0
"956149",0,0,0,0,0,1,0,0,0,0,0
"591946",0,0,0,0,0,1,0,0,0,0,0
"316401",0,0,0,0,0,1,1,1,0,0,0
"1954351",0,0,0,0,0,1,0,0,0,0,0
"941280",0,0,0,0,0,1,2,0,0,0,0
"1266738",0,0,0,0,0,1,0,0,0,0,0
"1004786",0,0,0,0,0,1,0,0,0,0,0
"176102",0,0,0,0,0,1,0,0,2,0,0
"1261126",0,0,0,0,0,1,0,2,0,0,0
"1293576",0,0,0,0,0,1,0,0,0,0,0
"57678",0,0,0,0,0,1,1,0,0,0,1
"578234",0,0,0,0,0,3,0,1,0,1,0
"1636271",0,0,0,0,0,1,0,0,0,0,0
"447909",0,0,0,0,0,1,1,0,0,0,1
"2599843",0,0,0,0,0,1,0,0,0,0,0
"12348",0,0,0,0,0,1,0,0,0,0,0
"1051138",0,0,0,0,0,1,0,0,0,0,0
"1982272",0,0,0,0,0,2,0,0,0,0,0
"1982264",0,0,0,0,0,1,0,0,0,0,0
"2733162",0,0,0,0,0,1,3,0,0,0,0
"1982370",0,0,0,0,0,2,0,0,0,59,0
"90410",0,0,0,0,0,1,0,0,0,0,0
"1921699",0,0,0,0,0,1,0,0,0,0,0
"2560652",0,0,0,0,0,1,1,0,1,0,0
"1982559",0,0,0,0,0,1,0,0,0,0,2
"573175",0,0,0,0,0,1,0,0,0,0,0
"1127515",0,0,0,0,0,1,0,0,0,1,0
"209052",0,0,0,0,0,3,0,0,0,0,0
"2560669",0,0,0,0,0,1,0,0,0,0,0
"1984778",0,0,0,0,0,1,0,0,0,0,0
"2734105",0,0,0,0,0,2,0,0,0,0,0
"1980936",0,0,0,0,0,2,0,0,0,0,0
"2560543",0,0,0,0,0,1,0,0,0,0,0
"2734146",0,0,0,0,0,1,0,0,0,0,0
"2560672",0,0,0,0,0,1,0,0,0,0,0
"1980946",0,0,0,0,0,1,0,0,0,0,0
"2734139",0,0,0,0,0,1,0,0,0,0,0
"2663325",0,0,0,0,0,1,0,0,0,0,0
"1982583",0,0,0,0,0,1,0,0,0,0,0
"2733949",0,0,0,0,0,1,0,0,4,1,0
"2732916",0,0,0,0,0,1,0,0,0,0,0
"2731942",0,0,0,0,0,1,0,0,0,0,0
"2731625",0,0,0,0,0,2,0,0,0,0,0
"1685774",0,0,0,0,0,1,0,0,0,1,0
"2170001",0,0,0,0,0,1,0,0,0,0,0
"129954",0,0,0,0,0,1,0,0,0,0,0
"754004",0,0,0,0,0,1,0,0,0,0,0
"1932927",0,0,0,0,0,1,0,0,0,0,0
"1987130",0,0,0,0,0,1,0,0,0,0,0
"41460",0,0,0,0,0,2,0,0,0,0,0
"12198",0,0,0,0,0,1,0,0,0,0,0
"675060",0,0,0,0,0,1,0,0,0,0,0
"64310",0,0,0,0,0,1,0,0,0,0,0
"11089",0,0,0,0,0,1,0,0,0,0,0
"148879",0,0,0,0,0,1,0,0,0,0,0
"10911",0,0,0,0,0,1,0,0,0,0,0
"1678173",0,0,0,0,0,1,0,0,0,0,0
"2169859",0,0,0,0,0,1,0,0,0,0,0
"1922726",0,0,0,0,0,1,0,1,0,0,0
"1923674",0,0,0,0,0,1,0,0,0,0,0
"1923468",0,0,0,0,0,1,0,0,0,0,0
"1923009",0,0,0,0,0,1,0,0,0,0,0
"1922571",0,0,0,0,0,1,0,0,0,0,0
"2169668",0,0,0,0,0,1,1,0,0,0,0
"2049955",0,0,0,0,0,1,0,0,0,0,0
"714310",0,0,0,0,0,1,0,0,0,0,0
"934802",0,0,0,0,0,1,0,0,0,0,0
"2747317",0,0,0,0,0,2,0,0,0,0,0
"2011079",0,0,0,0,0,1,0,0,0,0,0
"2065050",0,0,0,0,0,2,0,0,0,0,0
"1967781",0,0,0,0,0,0,0,0,0,1,0
"56438",0,0,0,0,0,0,0,0,1,0,0
"141",0,0,0,0,0,0,0,1,0,0,1
"1313291",0,0,0,0,0,0,1,0,0,0,0
"1398491",0,0,0,0,0,0,0,0,1,0,0
"498741",0,0,0,0,0,0,0,0,0,0,0
"864178",0,0,0,0,0,0,1,0,0,0,0
"2588490",0,0,0,0,0,0,0,0,0,0,0
"871584",0,0,0,0,0,0,0,0,0,0,0
"2686474",0,0,0,0,0,0,0,0,0,0,0
"2734287",0,0,0,0,0,0,0,0,0,0,0
"2734288",0,0,0,0,0,0,0,0,0,0,0
"1982364",0,0,0,0,0,0,1,0,0,0,0
"2560427",0,0,0,0,0,0,1,0,0,0,0
"297254",0,0,0,0,0,0,0,0,0,0,0
"1982380",0,0,0,0,0,0,0,0,0,0,0
"1921698",0,0,0,0,0,0,0,0,0,0,0
"2734222",0,0,0,0,0,0,2,0,3,0,0
"1623305",0,0,0,0,0,0,0,0,0,0,0
"270673",0,0,0,0,0,0,0,1,0,0,0
"347326",0,0,0,0,0,0,0,0,0,0,0
"1542477",0,0,0,0,0,0,3,0,0,0,0
"2587814",0,0,0,0,0,0,0,0,0,0,0
"148943",0,0,0,0,0,0,0,0,0,0,0
"1980951",0,0,0,0,0,0,0,0,0,0,0
"2734113",0,0,0,0,0,0,0,0,0,0,0
"2732692",0,0,0,0,0,0,0,0,0,0,1
"2732679",0,0,0,0,0,0,0,0,0,0,0
"2733905",0,0,0,0,0,0,0,0,0,0,0
"1985711",0,0,0,0,0,0,1,0,0,0,1
"2169688",0,0,0,0,0,0,0,0,0,0,0
"2169530",0,0,0,0,0,0,0,0,0,0,0
"1913605",0,0,0,0,0,0,0,0,0,0,0
"1654355",0,0,0,0,0,0,0,0,0,0,0
"431317",0,0,0,0,0,0,0,0,0,0,0
"674984",0,0,0,0,0,0,0,0,0,0,0
"31713",0,0,0,0,0,0,0,0,0,0,0
"217686",0,0,0,0,0,0,0,0,0,0,0
"1985357",0,0,0,0,0,0,0,0,0,0,0
"39802",0,0,0,0,0,0,0,0,0,0,0
"1721090",0,0,0,0,0,0,0,0,0,0,0
"2267679",0,0,0,0,0,0,0,0,0,0,0
"1922622",0,0,0,0,0,0,0,0,0,0,0
"1923272",0,0,0,0,0,0,0,0,0,0,0
"1922545",0,0,0,0,0,0,0,0,0,0,0
"1923088",0,0,0,0,0,0,2,0,1,0,0
"1923107",0,0,0,0,0,0,0,0,0,0,0
"1923261",0,0,0,0,0,0,0,0,0,0,0
"2094259",0,0,0,0,0,0,0,0,0,0,0
"1785753",0,0,0,0,0,0,0,0,0,0,0
"1675865",0,0,0,0,0,0,1,0,1,0,0
"249151",0,0,0,0,0,0,0,0,0,0,0
"134681",0,0,0,0,0,0,0,2,0,0,0
"1194757",0,0,0,0,0,0,0,0,0,0,0
"687364",0,0,0,0,0,0,0,0,0,0,0
"554131",0,0,0,0,0,0,1,0,0,0,0
"2072410",0,0,0,0,0,0,1,0,0,0,0
"1793721",0,0,0,0,0,0,1,0,0,1,0
"1977566",0,0,0,0,0,0,1,1,0,1,0
"574",0,0,0,0,0,0,1,0,0,0,0
"2576406",0,0,0,0,0,0,1,0,0,0,0
"941323",0,0,0,0,0,0,1,0,0,0,0
"376725",0,0,0,0,0,0,1,0,0,0,0
"42906",0,0,0,0,0,0,1,1,1,2,0
"725",0,0,0,0,0,0,1,0,0,0,0
"557723",0,0,0,0,0,0,3,0,0,0,0
"1365188",0,0,0,0,0,0,1,0,0,0,0
"521007",0,0,0,0,0,0,1,0,0,0,0
"1328311",0,0,0,0,0,0,1,1,0,0,0
"2248",0,0,0,0,0,0,1,0,0,0,0
"2494563",0,0,0,0,0,0,2,0,0,0,0
"1775140",0,0,0,0,0,0,1,0,0,0,0
"12417",0,0,0,0,0,0,1,0,0,0,0
"1610509",0,0,0,0,0,0,1,0,0,1,0
"754049",0,0,0,0,0,0,1,0,0,0,0
"1305708",0,0,0,0,0,0,1,0,0,0,0
"373408",0,0,0,0,0,0,1,0,0,0,0
"1993880",0,0,0,0,0,0,1,0,0,0,0
"1982097",0,0,0,0,0,0,1,0,0,0,0
"1982558",0,0,0,0,0,0,1,0,0,0,0
"1245890",0,0,0,0,0,0,1,0,0,0,0
"1981026",0,0,0,0,0,0,1,0,0,0,0
"2560706",0,0,0,0,0,0,3,0,1,0,0
"64186",0,0,0,0,0,0,1,0,0,0,0
"1982105",0,0,0,0,0,0,1,0,0,0,0
"2560729",0,0,0,0,0,0,1,0,0,0,0
"979525",0,0,0,0,0,0,1,0,0,0,0
"929834",0,0,0,0,0,0,1,1,0,1,0
"2202564",0,0,0,0,0,0,1,0,0,0,0
"279530",0,0,0,0,0,0,1,0,0,0,0
"10689",0,0,0,0,0,0,1,0,0,0,0
"2006173",0,0,0,0,0,0,1,0,0,0,0
"2169625",0,0,0,0,0,0,4,0,0,0,0
"2560682",0,0,0,0,0,0,1,0,0,0,0
"2733084",0,0,0,0,0,0,2,0,0,0,0
"2734149",0,0,0,0,0,0,1,0,1,1,0
"2109910",0,0,0,0,0,0,1,0,0,0,0
"373126",0,0,0,0,0,0,1,0,0,0,0
"2040655",0,0,0,0,0,0,2,0,0,0,0
"1922329",0,0,0,0,0,0,1,0,0,0,0
"2560299",0,0,0,0,0,0,1,0,0,0,0
"2034348",0,0,0,0,0,0,1,0,1,0,0
"1921184",0,0,0,0,0,0,1,0,0,0,0
"2732676",0,0,0,0,0,0,1,0,0,2,0
"2732695",0,0,0,0,0,0,1,0,0,0,0
"2733930",0,0,0,0,0,0,1,0,0,0,0
"2731624",0,0,0,0,0,0,1,1,0,0,0
"2175117",0,0,0,0,0,0,1,0,0,0,0
"425386",0,0,0,0,0,0,1,0,0,0,0
"1685781",0,0,0,0,0,0,1,0,0,0,0
"1868621",0,0,0,0,0,0,1,0,0,0,0
"1985687",0,0,0,0,0,0,1,0,0,0,0
"11305",0,0,0,0,0,0,1,0,0,0,0
"1972682",0,0,0,0,0,0,1,0,0,0,0
"1513299",0,0,0,0,0,0,1,0,0,0,0
"2508210",0,0,0,0,0,0,3,1,0,0,0
"691956",0,0,0,0,0,0,1,0,0,0,0
"11983",0,0,0,0,0,0,1,0,0,0,0
"42004",0,0,0,0,0,0,2,0,0,0,0
"322053",0,0,0,0,0,0,1,0,0,0,0
"1516075",0,0,0,0,0,0,2,0,0,0,0
"37128",0,0,0,0,0,0,5,0,0,0,0
"1501716",0,0,0,0,0,0,1,0,0,0,0
"373373",0,0,0,0,0,0,1,0,0,0,0
"64320",0,0,0,0,0,0,1,0,0,0,0
"64293",0,0,0,0,0,0,1,0,0,0,0
"12266",0,0,0,0,0,0,1,0,0,1,0
"35297",0,0,0,0,0,0,1,0,0,0,0
"208294",0,0,0,0,0,0,1,0,0,0,0
"1670669",0,0,0,0,0,0,1,0,0,0,0
"210827",0,0,0,0,0,0,1,0,0,0,0
"2560291",0,0,0,0,0,0,1,0,0,0,0
"198599",0,0,0,0,0,0,1,0,0,0,0
"31559",0,0,0,0,0,0,1,0,0,0,0
"194445",0,0,0,0,0,0,1,0,0,0,0
"153135",0,0,0,0,0,0,2,3,0,0,0
"140052",0,0,0,0,0,0,1,0,0,0,0
"28300",0,0,0,0,0,0,1,0,0,0,0
"1923117",0,0,0,0,0,0,1,0,0,0,0
"1923758",0,0,0,0,0,0,1,0,0,0,0
"1923759",0,0,0,0,0,0,1,0,0,0,0
"1923158",0,0,0,0,0,0,1,0,0,0,0
"1923614",0,0,0,0,0,0,1,0,0,0,0
"1922943",0,0,0,0,0,0,1,0,0,0,0
"1923781",0,0,0,0,0,0,1,0,0,0,0
"483537",0,0,0,0,0,0,1,0,0,0,0
"2733299",0,0,0,0,0,0,1,0,1,0,0
"1962300",0,0,0,0,0,0,1,0,0,0,0
"130499",0,0,0,0,0,0,1,0,0,0,0
"1146872",0,0,0,0,0,0,1,0,0,0,0
"78219",0,0,0,0,0,0,1,0,0,0,0
"35254",0,0,0,0,0,0,2,0,0,0,0
"192584",0,0,0,0,0,0,1,0,0,0,0
"934804",0,0,0,0,0,0,2,0,0,0,0
"934799",0,0,0,0,0,0,1,0,0,0,0
"361731",0,0,0,0,0,0,1,0,0,0,0
"10832",0,0,0,0,0,0,1,0,0,0,0
"1379720",0,0,0,0,0,0,1,0,0,0,0
"1987742",0,0,0,0,0,0,1,0,0,0,0
"2747322",0,0,0,0,0,0,1,3,0,0,0
"1910951",0,0,0,0,0,0,1,0,0,0,0
"265522",0,0,0,0,0,0,1,0,0,0,0
"92521",0,0,0,0,0,0,1,0,0,0,0
"432587",0,0,0,0,0,0,1,0,0,0,0
"2493107",0,0,0,0,0,0,0,0,0,0,0
"521006",0,0,0,0,0,0,0,0,0,0,0
"2742636",0,0,0,0,0,0,0,0,0,0,0
"2742654",0,0,0,0,0,0,0,0,0,0,0
"685037",0,0,0,0,0,0,0,0,0,0,0
"199310",0,0,0,0,0,0,0,0,0,0,1
"183192",0,0,0,0,0,0,0,0,0,0,0
"168927",0,0,0,0,0,0,0,0,0,0,0
"445986",0,0,0,0,0,0,0,0,0,0,0
"1868853",0,0,0,0,0,0,0,0,0,0,0
"1211283",0,0,0,0,0,0,0,0,0,0,0
"1982079",0,0,0,0,0,0,0,0,0,0,0
"2734232",0,0,0,0,0,0,0,0,0,0,0
"1921709",0,0,0,0,0,0,0,0,0,0,0
"2733219",0,0,0,0,0,0,0,0,0,0,0
"2560790",0,0,0,0,0,0,0,0,0,0,0
"1035662",0,0,0,0,0,0,0,0,0,0,0
"1921411",0,0,0,0,0,0,0,0,0,0,0
"1921530",0,0,0,0,0,0,0,0,0,0,0
"2733128",0,0,0,0,0,0,0,0,0,0,0
"2733141",0,0,0,0,0,0,0,0,0,0,0
"942016",0,0,0,0,0,0,0,0,0,0,0
"2500808",0,0,0,0,0,0,0,0,0,0,0
"1985735",0,0,0,0,0,0,0,0,1,0,0
"2733963",0,0,0,0,0,0,0,0,0,0,0
"2732911",0,0,0,0,0,0,0,0,0,0,0
"2734042",0,0,0,0,0,0,0,0,0,0,0
"694581",0,0,0,0,0,0,0,0,0,0,0
"2169760",0,0,0,0,0,0,0,0,0,0,0
"2501971",0,0,0,0,0,0,0,0,0,0,0
"2733246",0,0,0,0,0,0,0,0,0,0,0
"129725",0,0,0,0,0,0,0,0,0,0,0
"310907",0,0,0,0,0,0,0,0,0,0,0
"1330992",0,0,0,0,0,0,0,0,0,0,0
"2560308",0,0,0,0,0,0,0,0,0,0,0
"1923450",0,0,0,0,0,0,0,0,0,0,0
"1922743",0,0,0,0,0,0,0,0,0,0,0
"1922741",0,0,0,0,0,0,0,0,0,0,0
"1923079",0,0,0,0,0,0,0,0,0,0,0
"1923138",0,0,0,0,0,0,0,0,0,0,0
"1211481",0,0,0,0,0,0,0,0,0,0,0
"283675",0,0,0,0,0,0,0,0,0,0,0
"1891758",0,0,0,0,0,0,0,0,0,0,0
"1949196",0,0,0,0,0,0,0,0,0,0,0
"1529056",0,0,0,0,0,0,0,0,0,0,0
"10479",0,0,0,0,0,0,0,0,0,0,0
"1351702",0,0,0,0,0,0,0,0,0,0,0
"447602",0,0,0,0,0,0,0,0,0,0,0
"2675741",0,0,0,0,0,0,0,0,0,0,0
"866768",0,0,0,0,0,0,0,0,0,0,0
"1300256",0,0,0,0,0,0,0,0,2,2,0
"592146",0,0,0,0,0,0,0,0,0,0,0
"1420885",0,0,0,0,0,0,0,0,0,1,0
"204619",0,0,0,0,0,0,0,0,0,0,0
"1445858",0,0,0,0,0,0,0,0,0,0,0
"1667322",0,0,0,0,0,0,0,1,0,0,0
"52979",0,0,0,0,0,0,0,0,0,0,0
"2656545",0,0,0,0,0,0,0,0,0,0,0
"2656542",0,0,0,0,0,0,0,0,0,0,0
"1982257",0,0,0,0,0,0,0,0,0,0,0
"2169705",0,0,0,0,0,0,0,2,0,1,0
"1623290",0,0,0,0,0,0,0,0,0,0,0
"1623289",0,0,0,0,0,0,0,1,2,0,0
"2560415",0,0,0,0,0,0,0,0,1,0,0
"2560214",0,0,0,0,0,0,0,0,0,1,0
"536466",0,0,0,0,0,0,0,0,0,0,0
"1654919",0,0,0,0,0,0,0,0,0,0,0
"1921528",0,0,0,0,0,0,0,0,0,0,0
"2733099",0,0,0,0,0,0,0,0,2,0,0
"2734079",0,0,0,0,0,0,0,0,0,1,1
"2732687",0,0,0,0,0,0,0,0,0,0,0
"2732921",0,0,0,0,0,0,0,0,1,0,0
"503388",0,0,0,0,0,0,0,0,0,0,0
"1982577",0,0,0,0,0,0,0,0,0,0,0
"2040656",0,0,0,0,0,0,0,0,0,0,0
"2169687",0,0,0,0,0,0,0,0,0,0,0
"2732964",0,0,0,0,0,0,0,0,0,0,0
"1955175",0,0,0,0,0,0,0,0,0,0,0
"1519392",0,0,0,0,0,0,0,0,0,0,0
"1926967",0,0,0,0,0,0,0,0,0,0,0
"92444",0,0,0,0,0,0,0,0,0,2,0
"1714618",0,0,0,0,0,0,0,0,0,0,0
"359987",0,0,0,0,0,0,0,0,0,0,0
"43240",0,0,0,0,0,0,0,0,0,0,0
"341167",0,0,0,0,0,0,0,0,0,0,0
"31732",0,0,0,0,0,0,0,0,0,0,0
"667516",0,0,0,0,0,0,0,0,0,0,0
"214439",0,0,0,0,0,0,0,0,0,0,0
"2560531",0,0,0,0,0,0,0,0,0,0,0
"1923670",0,0,0,0,0,0,0,0,0,0,0
"1923702",0,0,0,0,0,0,0,0,0,0,0
"1923418",0,0,0,0,0,0,0,0,0,0,0
"1923706",0,0,0,0,0,0,0,0,0,0,0
"1923253",0,0,0,0,0,0,0,0,0,0,0
"1922756",0,0,0,0,0,0,0,0,0,0,0
"1922926",0,0,0,0,0,0,0,0,0,0,0
"1923622",0,0,0,0,0,0,0,0,0,0,0
"1500865",0,0,0,0,0,0,0,0,0,0,0
"1746069",0,0,0,0,0,0,0,0,0,0,0
"2056879",0,0,0,0,0,0,0,0,0,0,0
